"Plot Title: 9790163"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 9790163, SEN S/N: 9790163)","RH, % (LGR S/N: 9790163, SEN S/N: 9790163)","Intensity, lum/ft² (LGR S/N: 9790163, SEN S/N: 9790163)"
2364,02/05/17 07:23:00 AM,78.251,65.332,1.8
2365,02/05/17 07:24:00 AM,78.251,65.332,1.8
2366,02/05/17 07:25:00 AM,78.208,65.328,1.8
2367,02/05/17 07:26:00 AM,78.251,65.332,1.8
2368,02/05/17 07:27:00 AM,78.251,65.332,1.8
2369,02/05/17 07:28:00 AM,78.208,65.328,1.8
2370,02/05/17 07:29:00 AM,78.251,65.363,1.8
2371,02/05/17 07:30:00 AM,78.208,65.359,1.8
2372,02/05/17 07:31:00 AM,78.208,65.359,1.8
2373,02/05/17 07:32:00 AM,78.208,65.359,1.8
2374,02/05/17 07:33:00 AM,78.208,65.359,1.8
2375,02/05/17 07:34:00 AM,78.208,65.359,1.8
2376,02/05/17 07:35:00 AM,78.208,65.359,1.8
2377,02/05/17 07:36:00 AM,78.208,65.359,1.8
2378,02/05/17 07:37:00 AM,78.208,65.359,1.8
2379,02/05/17 07:38:00 AM,78.208,65.359,1.8
2380,02/05/17 07:39:00 AM,78.208,65.389,1.8
2381,02/05/17 07:40:00 AM,78.208,65.389,1.8
2382,02/05/17 07:41:00 AM,78.208,65.359,1.8
2383,02/05/17 07:42:00 AM,78.208,65.359,1.8
2384,02/05/17 07:43:00 AM,78.208,65.359,1.8
2385,02/05/17 07:44:00 AM,78.208,65.359,1.8
2386,02/05/17 07:45:00 AM,78.208,65.359,1.8
2387,02/05/17 07:46:00 AM,78.208,65.389,2.6
2388,02/05/17 07:47:00 AM,78.208,65.389,2.6
2389,02/05/17 07:48:00 AM,78.208,65.389,2.6
2390,02/05/17 07:49:00 AM,78.208,65.389,1.8
2391,02/05/17 07:50:00 AM,78.208,65.389,1.8
2392,02/05/17 07:51:00 AM,78.208,65.359,1.8
2393,02/05/17 07:52:00 AM,78.208,65.389,1.8
2394,02/05/17 07:53:00 AM,78.208,65.359,1.8
2395,02/05/17 07:54:00 AM,78.208,65.389,1.8
2396,02/05/17 07:55:00 AM,78.208,65.359,1.8
2397,02/05/17 07:56:00 AM,78.208,65.389,1.8
2398,02/05/17 07:57:00 AM,78.208,65.389,1.8
2399,02/05/17 07:58:00 AM,78.208,65.389,1.8
2400,02/05/17 07:59:00 AM,78.208,65.359,2.6
2401,02/05/17 08:00:00 AM,78.208,65.359,3.3
2402,02/05/17 08:01:00 AM,78.208,65.359,3.3
2403,02/05/17 08:02:00 AM,78.208,65.359,3.3
2404,02/05/17 08:03:00 AM,78.208,65.359,3.3
2405,02/05/17 08:04:00 AM,78.208,65.359,3.3
2406,02/05/17 08:05:00 AM,78.208,65.389,3.3
2407,02/05/17 08:06:00 AM,78.208,65.328,3.3
2408,02/05/17 08:07:00 AM,78.208,65.359,3.3
2409,02/05/17 08:08:00 AM,78.208,65.328,2.6
2410,02/05/17 08:09:00 AM,78.208,65.359,2.6
2411,02/05/17 08:10:00 AM,78.208,65.328,2.6
2412,02/05/17 08:11:00 AM,78.208,65.328,1.8
2413,02/05/17 08:12:00 AM,78.208,65.328,1.8
2414,02/05/17 08:13:00 AM,78.208,65.328,2.6
2415,02/05/17 08:14:00 AM,78.208,65.328,2.6
2416,02/05/17 08:15:00 AM,78.208,65.328,2.6
2417,02/05/17 08:16:00 AM,78.208,65.328,3.3
2418,02/05/17 08:17:00 AM,78.208,65.328,3.3
2419,02/05/17 08:18:00 AM,78.208,65.328,4.0
2420,02/05/17 08:19:00 AM,78.208,65.328,4.0
2421,02/05/17 08:20:00 AM,78.208,65.328,4.8
2422,02/05/17 08:21:00 AM,78.208,65.298,4.8
2423,02/05/17 08:22:00 AM,78.208,65.298,4.0
2424,02/05/17 08:23:00 AM,78.208,65.298,4.8
2425,02/05/17 08:24:00 AM,78.208,65.267,5.5
2426,02/05/17 08:25:00 AM,78.208,65.267,4.8
2427,02/05/17 08:26:00 AM,78.208,65.298,4.8
2428,02/05/17 08:27:00 AM,78.208,65.298,4.8
2429,02/05/17 08:28:00 AM,78.208,65.267,3.3
2430,02/05/17 08:29:00 AM,78.208,65.267,3.3
2431,02/05/17 08:30:00 AM,78.208,65.267,4.0
2432,02/05/17 08:31:00 AM,78.251,65.272,3.3
2433,02/05/17 08:32:00 AM,78.208,65.267,3.3
2434,02/05/17 08:33:00 AM,78.251,65.272,3.3
2435,02/05/17 08:34:00 AM,78.208,65.237,4.0
2436,02/05/17 08:35:00 AM,78.251,65.272,3.3
2437,02/05/17 08:36:00 AM,78.251,65.241,2.6
2438,02/05/17 08:37:00 AM,78.251,65.241,2.6
2439,02/05/17 08:38:00 AM,78.251,65.241,2.6
2440,02/05/17 08:39:00 AM,78.251,65.241,2.6
2441,02/05/17 08:40:00 AM,78.251,65.241,2.6
2442,02/05/17 08:41:00 AM,78.251,65.211,1.8
2443,02/05/17 08:42:00 AM,78.251,65.211,1.8
2444,02/05/17 08:43:00 AM,78.251,65.211,1.8
2445,02/05/17 08:44:00 AM,78.251,65.211,1.8
2446,02/05/17 08:45:00 AM,78.251,65.181,1.8
2447,02/05/17 08:46:00 AM,78.251,65.211,1.8
2448,02/05/17 08:47:00 AM,78.251,65.211,1.8
2449,02/05/17 08:48:00 AM,78.251,65.211,1.8
2450,02/05/17 08:49:00 AM,78.251,65.211,2.6
2451,02/05/17 08:50:00 AM,78.251,65.211,2.6
2452,02/05/17 08:51:00 AM,78.251,65.211,3.3
2453,02/05/17 08:52:00 AM,78.251,65.211,4.0
2454,02/05/17 08:53:00 AM,78.251,65.181,5.5
2455,02/05/17 08:54:00 AM,78.251,65.181,4.8
2456,02/05/17 08:55:00 AM,78.251,65.181,5.5
2457,02/05/17 08:56:00 AM,78.251,65.181,4.8
2458,02/05/17 08:57:00 AM,78.296,65.154,4.8
2459,02/05/17 08:58:00 AM,78.296,65.185,4.8
2460,02/05/17 08:59:00 AM,78.296,65.154,4.8
2461,02/05/17 09:00:00 AM,78.296,65.154,5.5
2462,02/05/17 09:01:00 AM,78.296,65.154,4.8
2463,02/05/17 09:02:00 AM,78.296,65.185,5.5
2464,02/05/17 09:03:00 AM,78.296,65.154,5.5
2465,02/05/17 09:04:00 AM,78.296,65.154,7.0
2466,02/05/17 09:05:00 AM,78.296,65.154,7.0
2467,02/05/17 09:06:00 AM,78.296,65.124,5.5
2468,02/05/17 09:07:00 AM,78.296,65.124,4.0
2469,02/05/17 09:08:00 AM,78.296,65.124,7.7
2470,02/05/17 09:09:00 AM,78.339,65.128,7.7
2471,02/05/17 09:10:00 AM,78.296,65.124,8.4
2472,02/05/17 09:11:00 AM,78.339,65.128,8.4
2473,02/05/17 09:12:00 AM,78.339,65.128,8.4
2474,02/05/17 09:13:00 AM,78.339,65.128,4.8
2475,02/05/17 09:14:00 AM,78.339,65.128,7.7
2476,02/05/17 09:15:00 AM,78.339,65.128,7.7
2477,02/05/17 09:16:00 AM,78.339,65.098,4.8
2478,02/05/17 09:17:00 AM,78.382,65.132,4.8
2479,02/05/17 09:18:00 AM,78.382,65.163,7.7
2480,02/05/17 09:19:00 AM,78.382,65.132,7.7
2481,02/05/17 09:20:00 AM,78.382,65.132,8.4
2482,02/05/17 09:21:00 AM,78.382,65.132,7.7
2483,02/05/17 09:22:00 AM,78.382,65.132,4.0
2484,02/05/17 09:23:00 AM,78.382,65.132,4.0
2485,02/05/17 09:24:00 AM,78.382,65.132,4.0
2486,02/05/17 09:25:00 AM,78.382,65.132,7.7
2487,02/05/17 09:26:00 AM,78.427,65.106,7.7
2488,02/05/17 09:27:00 AM,78.427,65.106,7.7
2489,02/05/17 09:28:00 AM,78.427,65.106,7.7
2490,02/05/17 09:29:00 AM,78.427,65.106,4.8
2491,02/05/17 09:30:00 AM,78.427,65.106,7.0
2492,02/05/17 09:31:00 AM,78.427,65.106,7.7
2493,02/05/17 09:32:00 AM,78.427,65.076,7.7
2494,02/05/17 09:33:00 AM,78.471,65.080,8.4
2495,02/05/17 09:34:00 AM,78.471,65.080,7.7
2496,02/05/17 09:35:00 AM,78.471,65.049,7.7
2497,02/05/17 09:36:00 AM,78.471,65.080,7.7
2498,02/05/17 09:37:00 AM,78.471,65.080,7.7
2499,02/05/17 09:38:00 AM,78.471,65.049,7.7
2500,02/05/17 09:39:00 AM,78.471,65.049,7.7
2501,02/05/17 09:40:00 AM,78.471,65.019,7.7
2502,02/05/17 09:41:00 AM,78.514,65.023,7.7
2503,02/05/17 09:42:00 AM,78.514,65.023,7.7
2504,02/05/17 09:43:00 AM,78.514,64.993,7.7
2505,02/05/17 09:44:00 AM,78.514,65.023,7.7
2506,02/05/17 09:45:00 AM,78.514,64.993,7.7
2507,02/05/17 09:46:00 AM,78.559,64.997,7.7
2508,02/05/17 09:47:00 AM,78.559,64.966,7.7
2509,02/05/17 09:48:00 AM,78.559,64.966,8.4
2510,02/05/17 09:49:00 AM,78.559,64.966,8.4
2511,02/05/17 09:50:00 AM,78.559,64.966,9.2
2512,02/05/17 09:51:00 AM,78.559,64.966,9.9
2513,02/05/17 09:52:00 AM,78.559,64.966,10.6
2514,02/05/17 09:53:00 AM,78.602,64.971,11.4
2515,02/05/17 09:54:00 AM,78.602,64.940,11.4
2516,02/05/17 09:55:00 AM,78.602,64.940,7.0
2517,02/05/17 09:56:00 AM,78.602,64.940,7.0
2518,02/05/17 09:57:00 AM,78.645,64.944,6.2
2519,02/05/17 09:58:00 AM,78.645,64.914,7.0
2520,02/05/17 09:59:00 AM,78.645,64.914,7.0
2521,02/05/17 10:00:00 AM,78.645,64.914,5.5
2522,02/05/17 10:01:00 AM,78.645,64.914,5.5
2523,02/05/17 10:02:00 AM,78.645,64.914,5.5
2524,02/05/17 10:03:00 AM,78.645,64.914,7.7
2525,02/05/17 10:04:00 AM,78.690,64.918,9.9
2526,02/05/17 10:05:00 AM,78.690,64.888,8.4
2527,02/05/17 10:06:00 AM,78.690,64.888,4.8
2528,02/05/17 10:07:00 AM,78.690,64.857,4.8
2529,02/05/17 10:08:00 AM,78.690,64.857,6.2
2530,02/05/17 10:09:00 AM,78.690,64.857,7.0
2531,02/05/17 10:10:00 AM,78.733,64.861,9.2
2532,02/05/17 10:11:00 AM,78.733,64.861,7.0
2533,02/05/17 10:12:00 AM,78.733,64.831,7.0
2534,02/05/17 10:13:00 AM,78.733,64.861,8.4
2535,02/05/17 10:14:00 AM,78.733,64.831,9.9
2536,02/05/17 10:15:00 AM,78.733,64.831,10.6
2537,02/05/17 10:16:00 AM,78.777,64.835,11.4
2538,02/05/17 10:17:00 AM,78.777,64.835,12.1
2539,02/05/17 10:18:00 AM,78.777,64.835,11.4
2540,02/05/17 10:19:00 AM,78.777,64.805,9.9
2541,02/05/17 10:20:00 AM,78.777,64.774,6.2
2542,02/05/17 10:21:00 AM,78.822,64.809,10.6
2543,02/05/17 10:22:00 AM,78.822,64.809,7.7
2544,02/05/17 10:23:00 AM,78.822,64.809,7.7
2545,02/05/17 10:24:00 AM,78.822,64.778,6.2
2546,02/05/17 10:25:00 AM,78.822,64.778,5.5
2547,02/05/17 10:26:00 AM,78.822,64.778,4.0
2548,02/05/17 10:27:00 AM,78.822,64.778,4.8
2549,02/05/17 10:28:00 AM,78.865,64.782,8.4
2550,02/05/17 10:29:00 AM,78.865,64.782,9.9
2551,02/05/17 10:30:00 AM,78.865,64.752,11.4
2552,02/05/17 10:31:00 AM,78.865,64.782,11.4
2553,02/05/17 10:32:00 AM,78.865,64.782,10.6
2554,02/05/17 10:33:00 AM,78.910,64.756,9.9
2555,02/05/17 10:34:00 AM,78.910,64.756,8.4
2556,02/05/17 10:35:00 AM,78.910,64.786,9.9
2557,02/05/17 10:36:00 AM,78.910,64.756,9.9
2558,02/05/17 10:37:00 AM,78.953,64.791,9.9
2559,02/05/17 10:38:00 AM,78.953,64.760,9.2
2560,02/05/17 10:39:00 AM,78.953,64.760,9.2
2561,02/05/17 10:40:00 AM,78.953,64.730,9.2
2562,02/05/17 10:41:00 AM,78.953,64.730,9.2
2563,02/05/17 10:42:00 AM,78.996,64.734,9.2
2564,02/05/17 10:43:00 AM,78.996,64.703,9.2
2565,02/05/17 10:44:00 AM,78.996,64.734,8.4
2566,02/05/17 10:45:00 AM,78.996,64.703,8.4
2567,02/05/17 10:46:00 AM,78.996,64.703,8.4
2568,02/05/17 10:47:00 AM,78.996,64.673,8.4
2569,02/05/17 10:48:00 AM,79.041,64.677,8.4
2570,02/05/17 10:49:00 AM,79.041,64.647,8.4
2571,02/05/17 10:50:00 AM,79.041,64.677,8.4
2572,02/05/17 10:51:00 AM,79.041,64.677,7.7
2573,02/05/17 10:52:00 AM,79.084,64.681,7.7
2574,02/05/17 10:53:00 AM,79.084,64.651,7.7
2575,02/05/17 10:54:00 AM,79.084,64.651,7.7
2576,02/05/17 10:55:00 AM,79.084,64.651,8.4
2577,02/05/17 10:56:00 AM,79.084,64.620,8.4
2578,02/05/17 10:57:00 AM,79.084,64.651,8.4
2579,02/05/17 10:58:00 AM,79.128,64.624,8.4
2580,02/05/17 10:59:00 AM,79.128,64.655,8.4
2581,02/05/17 11:00:00 AM,79.128,64.624,8.4
2582,02/05/17 11:01:00 AM,79.128,64.594,9.2
2583,02/05/17 11:02:00 AM,79.173,64.628,10.6
2584,02/05/17 11:03:00 AM,79.173,64.598,10.6
2585,02/05/17 11:04:00 AM,79.173,64.628,12.1
2586,02/05/17 11:05:00 AM,79.173,64.598,12.1
2587,02/05/17 11:06:00 AM,79.216,64.572,7.0
2588,02/05/17 11:07:00 AM,79.216,64.602,8.4
2589,02/05/17 11:08:00 AM,79.216,64.602,8.4
2590,02/05/17 11:09:00 AM,79.216,64.572,7.0
2591,02/05/17 11:10:00 AM,79.216,64.572,11.4
2592,02/05/17 11:11:00 AM,79.216,64.572,9.9
2593,02/05/17 11:12:00 AM,79.261,64.576,10.6
2594,02/05/17 11:13:00 AM,79.261,64.576,10.6
2595,02/05/17 11:14:00 AM,79.261,64.545,10.6
2596,02/05/17 11:15:00 AM,79.261,64.545,10.6
2597,02/05/17 11:16:00 AM,79.261,64.545,11.4
2598,02/05/17 11:17:00 AM,79.304,64.549,12.8
2599,02/05/17 11:18:00 AM,79.304,64.549,8.4
2600,02/05/17 11:19:00 AM,79.304,64.519,7.7
2601,02/05/17 11:20:00 AM,79.304,64.519,9.2
2602,02/05/17 11:21:00 AM,79.304,64.519,4.8
2603,02/05/17 11:22:00 AM,79.304,64.549,4.8
2604,02/05/17 11:23:00 AM,79.347,64.523,4.0
2605,02/05/17 11:24:00 AM,79.347,64.523,4.0
2606,02/05/17 11:25:00 AM,79.347,64.523,4.0
2607,02/05/17 11:26:00 AM,79.347,64.492,5.5
2608,02/05/17 11:27:00 AM,79.347,64.523,9.2
2609,02/05/17 11:28:00 AM,79.392,64.527,9.9
2610,02/05/17 11:29:00 AM,79.392,64.527,9.2
2611,02/05/17 11:30:00 AM,79.392,64.527,9.2
2612,02/05/17 11:31:00 AM,79.392,64.496,8.4
2613,02/05/17 11:32:00 AM,79.392,64.496,8.4
2614,02/05/17 11:33:00 AM,79.435,64.501,7.7
2615,02/05/17 11:34:00 AM,79.435,64.501,7.7
2616,02/05/17 11:35:00 AM,79.435,64.470,8.4
2617,02/05/17 11:36:00 AM,79.435,64.501,8.4
2618,02/05/17 11:37:00 AM,79.435,64.470,9.2
2619,02/05/17 11:38:00 AM,79.480,64.474,8.4
2620,02/05/17 11:39:00 AM,79.480,64.474,8.4
2621,02/05/17 11:40:00 AM,79.480,64.474,8.4
2622,02/05/17 11:41:00 AM,79.480,64.474,8.4
2623,02/05/17 11:42:00 AM,79.480,64.474,9.2
2624,02/05/17 11:43:00 AM,79.524,64.448,7.0
2625,02/05/17 11:44:00 AM,79.524,64.478,5.5
2626,02/05/17 11:45:00 AM,79.524,64.478,9.2
2627,02/05/17 11:46:00 AM,79.524,64.448,8.4
2628,02/05/17 11:47:00 AM,79.524,64.478,8.4
2629,02/05/17 11:48:00 AM,79.567,64.452,8.4
2630,02/05/17 11:49:00 AM,79.567,64.452,8.4
2631,02/05/17 11:50:00 AM,79.567,64.452,8.4
2632,02/05/17 11:51:00 AM,79.567,64.452,4.8
2633,02/05/17 11:52:00 AM,79.567,64.421,6.2
2634,02/05/17 11:53:00 AM,79.612,64.456,8.4
2635,02/05/17 11:54:00 AM,79.612,64.425,7.7
2636,02/05/17 11:55:00 AM,79.612,64.425,5.5
2637,02/05/17 11:56:00 AM,79.612,64.425,7.7
2638,02/05/17 11:57:00 AM,79.612,64.395,7.7
2639,02/05/17 11:58:00 AM,79.612,64.425,7.7
2640,02/05/17 11:59:00 AM,79.655,64.399,8.4
2641,02/05/17 12:00:00 PM,79.655,64.399,7.7
2642,02/05/17 12:01:00 PM,79.655,64.430,7.7
2643,02/05/17 12:02:00 PM,79.655,64.399,7.7
2644,02/05/17 12:03:00 PM,79.700,64.373,8.4
2645,02/05/17 12:04:00 PM,79.700,64.373,8.4
2646,02/05/17 12:05:00 PM,79.700,64.403,8.4
2647,02/05/17 12:06:00 PM,79.700,64.373,8.4
2648,02/05/17 12:07:00 PM,79.743,64.407,8.4
2649,02/05/17 12:08:00 PM,79.743,64.377,8.4
2650,02/05/17 12:09:00 PM,79.743,64.377,9.2
2651,02/05/17 12:10:00 PM,79.743,64.377,8.4
2652,02/05/17 12:11:00 PM,79.743,64.346,9.9
2653,02/05/17 12:12:00 PM,79.788,64.381,9.2
2654,02/05/17 12:13:00 PM,79.788,64.350,9.9
2655,02/05/17 12:14:00 PM,79.788,64.350,9.9
2656,02/05/17 12:15:00 PM,79.788,64.350,10.6
2657,02/05/17 12:16:00 PM,79.788,64.350,11.4
2658,02/05/17 12:17:00 PM,79.831,64.324,7.0
2659,02/05/17 12:18:00 PM,79.831,64.354,9.2
2660,02/05/17 12:19:00 PM,79.831,64.324,9.9
2661,02/05/17 12:20:00 PM,79.831,64.324,10.6
2662,02/05/17 12:21:00 PM,79.831,64.324,7.0
2663,02/05/17 12:22:00 PM,79.876,64.328,10.6
2664,02/05/17 12:23:00 PM,79.876,64.297,10.6
2665,02/05/17 12:24:00 PM,79.876,64.328,11.4
2666,02/05/17 12:25:00 PM,79.876,64.328,10.6
2667,02/05/17 12:26:00 PM,79.876,64.328,8.4
2668,02/05/17 12:27:00 PM,79.876,64.297,10.6
2669,02/05/17 12:28:00 PM,79.920,64.302,12.1
2670,02/05/17 12:29:00 PM,79.920,64.271,12.1
2671,02/05/17 12:30:00 PM,79.920,64.271,11.4
2672,02/05/17 12:31:00 PM,79.920,64.271,9.2
2673,02/05/17 12:32:00 PM,79.963,64.275,8.4
2674,02/05/17 12:33:00 PM,79.963,64.275,8.4
2675,02/05/17 12:34:00 PM,79.963,64.245,8.4
2676,02/05/17 12:35:00 PM,79.963,64.275,7.7
2677,02/05/17 12:36:00 PM,79.963,64.245,8.4
2678,02/05/17 12:37:00 PM,79.963,64.275,8.4
2679,02/05/17 12:38:00 PM,80.008,64.249,9.2
2680,02/05/17 12:39:00 PM,80.008,64.279,9.9
2681,02/05/17 12:40:00 PM,80.008,64.279,9.9
2682,02/05/17 12:41:00 PM,80.008,64.249,7.7
2683,02/05/17 12:42:00 PM,80.008,64.279,7.7
2684,02/05/17 12:43:00 PM,80.008,64.249,9.2
2685,02/05/17 12:44:00 PM,80.051,64.283,5.5
2686,02/05/17 12:45:00 PM,80.051,64.253,8.4
2687,02/05/17 12:46:00 PM,80.051,64.283,10.6
2688,02/05/17 12:47:00 PM,80.051,64.283,10.6
2689,02/05/17 12:48:00 PM,80.051,64.283,8.4
2690,02/05/17 12:49:00 PM,80.051,64.283,9.9
2691,02/05/17 12:50:00 PM,80.096,64.257,9.2
2692,02/05/17 12:51:00 PM,80.096,64.257,8.4
2693,02/05/17 12:52:00 PM,80.096,64.257,8.4
2694,02/05/17 12:53:00 PM,80.139,64.261,8.4
2695,02/05/17 12:54:00 PM,80.139,64.261,8.4
2696,02/05/17 12:55:00 PM,80.139,64.291,9.2
2697,02/05/17 12:56:00 PM,80.139,64.261,10.6
2698,02/05/17 12:57:00 PM,80.139,64.261,9.2
2699,02/05/17 12:58:00 PM,80.184,64.265,9.9
2700,02/05/17 12:59:00 PM,80.184,64.265,9.9
2701,02/05/17 01:00:00 PM,80.184,64.265,12.1
2702,02/05/17 01:01:00 PM,80.184,64.296,9.9
2703,02/05/17 01:02:00 PM,80.184,64.265,9.2
2704,02/05/17 01:03:00 PM,80.184,64.265,9.9
2705,02/05/17 01:04:00 PM,80.227,64.269,9.2
2706,02/05/17 01:05:00 PM,80.227,64.269,6.2
2707,02/05/17 01:06:00 PM,80.227,64.269,7.0
2708,02/05/17 01:07:00 PM,80.227,64.239,7.7
2709,02/05/17 01:08:00 PM,80.227,64.239,7.0
2710,02/05/17 01:09:00 PM,80.316,64.858,1.8
2711,02/05/17 01:10:00 PM,80.537,66.855,1.8
2712,02/05/17 01:11:00 PM,80.802,66.851,31.1
2713,02/05/17 01:12:00 PM,81.376,61.731,17.2
2714,02/05/17 01:13:00 PM,81.642,57.303,967.2
2715,02/05/17 01:14:00 PM,81.597,54.780,154.9
2716,02/05/17 01:15:00 PM,81.376,52.256,15.7
2717,02/05/17 01:16:00 PM,81.023,50.089,24.5
2718,02/05/17 01:17:00 PM,80.668,47.748,62.6
2719,02/05/17 01:18:00 PM,80.272,46.136,23.8
2720,02/05/17 01:19:00 PM,79.876,45.850,136.6
2721,02/05/17 01:20:00 PM,79.612,54.654,17.9
2722,02/05/17 01:21:00 PM,79.435,58.586,2.6
2723,02/05/17 01:22:00 PM,79.347,62.411,12.8
2724,02/05/17 01:23:00 PM,79.392,63.458,14.3
2725,02/05/17 01:24:00 PM,79.347,66.377,2.6
2726,02/05/17 01:25:00 PM,79.261,68.451,2.6
2727,02/05/17 01:26:00 PM,79.173,67.509,2.6
2728,02/05/17 01:27:00 PM,79.084,68.073,2.6
2729,02/05/17 01:28:00 PM,78.996,66.555,16.5
