"Plot Title: 9790163"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 9790163, SEN S/N: 9790163)","RH, % (LGR S/N: 9790163, SEN S/N: 9790163)","Intensity, lum/ft² (LGR S/N: 9790163, SEN S/N: 9790163)"
1,02/03/17 04:00:00 PM,76.375,69.420,1.8
2,02/03/17 04:01:00 PM,76.332,69.296,1.8
3,02/03/17 04:02:00 PM,76.203,67.938,1.8
4,02/03/17 04:03:00 PM,75.942,68.361,1.8
5,02/03/17 04:04:00 PM,75.724,68.698,1.8
6,02/03/17 04:05:00 PM,75.508,68.945,1.8
7,02/03/17 04:06:00 PM,75.290,69.280,1.8
8,02/03/17 04:07:00 PM,75.160,69.565,1.8
9,02/03/17 04:08:00 PM,75.029,69.670,1.8
9999,02/03/17 04:08:00 PM,76.029,70.670,1.7
10,02/03/17 04:09:00 PM,74.943,69.751,1.8
11,02/03/17 04:10:00 PM,74.899,69.924,1.8
12,02/03/17 04:11:00 PM,74.856,70.335,1.1
13,02/03/17 04:12:00 PM,74.813,70.686,1.8
14,02/03/17 04:13:00 PM,74.813,71.572,1.8
15,02/03/17 04:14:00 PM,74.899,71.876,1.8
16,02/03/17 04:15:00 PM,75.029,72.096,1.8
17,02/03/17 04:16:00 PM,75.290,72.771,1.8
18,02/03/17 04:17:00 PM,75.594,72.214,1.8
19,02/03/17 04:18:00 PM,75.942,70.417,1.8
20,02/03/17 04:19:00 PM,76.203,69.551,1.8
21,02/03/17 04:20:00 PM,76.419,69.007,1.8
22,02/03/17 04:21:00 PM,76.464,67.304,1.8
23,02/03/17 04:22:00 PM,76.419,65.642,1.8
24,02/03/17 04:23:00 PM,76.419,67.630,1.8
25,02/03/17 04:24:00 PM,76.550,68.182,1.8
26,02/03/17 04:25:00 PM,76.636,68.700,1.8
27,02/03/17 04:26:00 PM,76.811,68.747,1.8
28,02/03/17 04:27:00 PM,77.029,68.619,1.8
29,02/03/17 04:28:00 PM,77.247,68.461,58.2
30,02/03/17 04:29:00 PM,77.509,67.857,58.2
31,02/03/17 04:30:00 PM,77.902,68.736,11.4
32,02/03/17 04:31:00 PM,78.382,67.040,11.4
33,02/03/17 04:32:00 PM,78.602,66.396,11.4
34,02/03/17 04:33:00 PM,78.822,65.933,10.6
35,02/03/17 04:34:00 PM,78.953,66.127,10.6
36,02/03/17 04:35:00 PM,79.084,65.472,11.4
37,02/03/17 04:36:00 PM,79.173,64.933,10.6
38,02/03/17 04:37:00 PM,79.261,65.306,10.6
39,02/03/17 04:38:00 PM,79.347,65.071,10.6
40,02/03/17 04:39:00 PM,79.392,64.862,10.6
41,02/03/17 04:40:00 PM,79.480,64.870,9.9
42,02/03/17 04:41:00 PM,79.524,64.539,9.9
43,02/03/17 04:42:00 PM,79.567,64.696,10.6
44,02/03/17 04:43:00 PM,79.612,64.273,10.6
45,02/03/17 04:44:00 PM,79.655,64.338,10.6
46,02/03/17 04:45:00 PM,79.743,64.316,10.6
47,02/03/17 04:46:00 PM,79.788,64.014,9.9
48,02/03/17 04:47:00 PM,79.788,63.892,9.9
49,02/03/17 04:48:00 PM,79.831,63.835,9.9
50,02/03/17 04:49:00 PM,79.876,63.625,5.5
51,02/03/17 04:50:00 PM,79.876,63.778,5.5
52,02/03/17 04:51:00 PM,79.920,63.751,5.5
53,02/03/17 04:52:00 PM,79.920,63.690,5.5
54,02/03/17 04:53:00 PM,79.963,63.694,5.5
55,02/03/17 04:54:00 PM,79.963,63.755,5.5
56,02/03/17 04:55:00 PM,79.963,63.510,5.5
57,02/03/17 04:56:00 PM,80.008,63.637,5.5
58,02/03/17 04:57:00 PM,80.008,63.361,5.5
59,02/03/17 04:58:00 PM,80.051,63.335,5.5
60,02/03/17 04:59:00 PM,80.051,63.396,5.5
61,02/03/17 05:00:00 PM,80.051,63.580,4.8
62,02/03/17 05:01:00 PM,80.051,63.457,4.8
63,02/03/17 05:02:00 PM,80.051,63.335,4.8
64,02/03/17 05:03:00 PM,80.096,63.308,4.0
65,02/03/17 05:04:00 PM,80.096,63.369,4.0
66,02/03/17 05:05:00 PM,80.096,63.369,4.8
67,02/03/17 05:06:00 PM,80.096,63.247,4.8
68,02/03/17 05:07:00 PM,80.139,63.220,4.0
69,02/03/17 05:08:00 PM,80.139,63.373,4.0
70,02/03/17 05:09:00 PM,80.139,63.159,4.0
71,02/03/17 05:10:00 PM,80.139,63.097,4.0
72,02/03/17 05:11:00 PM,80.139,63.159,4.0
73,02/03/17 05:12:00 PM,80.139,63.189,4.0
74,02/03/17 05:13:00 PM,80.139,63.189,4.0
75,02/03/17 05:14:00 PM,80.184,63.163,4.0
76,02/03/17 05:15:00 PM,80.184,63.224,3.3
77,02/03/17 05:16:00 PM,80.184,63.193,3.3
78,02/03/17 05:17:00 PM,80.184,63.101,3.3
79,02/03/17 05:18:00 PM,80.184,63.040,3.3
80,02/03/17 05:19:00 PM,80.184,63.040,3.3
81,02/03/17 05:20:00 PM,80.184,63.101,3.3
82,02/03/17 05:21:00 PM,80.184,63.071,3.3
83,02/03/17 05:22:00 PM,80.184,63.071,3.3
84,02/03/17 05:23:00 PM,80.227,63.044,2.6
85,02/03/17 05:24:00 PM,80.184,63.101,2.6
86,02/03/17 05:25:00 PM,80.184,63.040,2.6
87,02/03/17 05:26:00 PM,80.227,63.044,2.6
88,02/03/17 05:27:00 PM,80.227,63.075,1.8
89,02/03/17 05:28:00 PM,80.227,63.167,1.8
90,02/03/17 05:29:00 PM,80.227,63.044,1.8
91,02/03/17 05:30:00 PM,80.227,63.013,1.8
92,02/03/17 05:31:00 PM,80.227,63.013,1.8
93,02/03/17 05:32:00 PM,80.227,62.982,1.8
94,02/03/17 05:33:00 PM,80.227,62.982,1.8
95,02/03/17 05:34:00 PM,80.227,63.013,1.8
96,02/03/17 05:35:00 PM,80.227,63.075,1.8
97,02/03/17 05:36:00 PM,80.227,63.013,1.8
98,02/03/17 05:37:00 PM,80.227,63.075,1.8
99,02/03/17 05:38:00 PM,80.227,63.105,1.8
100,02/03/17 05:39:00 PM,80.227,63.075,1.8
101,02/03/17 05:40:00 PM,80.227,62.952,1.8
102,02/03/17 05:41:00 PM,80.227,63.013,1.8
103,02/03/17 05:42:00 PM,80.227,63.013,1.8
104,02/03/17 05:43:00 PM,80.227,63.044,1.8
105,02/03/17 05:44:00 PM,80.227,63.075,1.8
106,02/03/17 05:45:00 PM,80.227,63.075,1.8
107,02/03/17 05:46:00 PM,80.184,63.040,1.8
108,02/03/17 05:47:00 PM,80.184,63.040,1.8
109,02/03/17 05:48:00 PM,80.184,63.071,1.8
110,02/03/17 05:49:00 PM,80.184,63.009,1.8
111,02/03/17 05:50:00 PM,80.184,63.009,1.8
112,02/03/17 05:51:00 PM,80.184,63.071,1.1
113,02/03/17 05:52:00 PM,80.184,63.101,1.8
114,02/03/17 05:53:00 PM,80.184,63.071,1.8
115,02/03/17 05:54:00 PM,80.184,63.101,1.8
116,02/03/17 05:55:00 PM,80.184,63.101,1.8
117,02/03/17 05:56:00 PM,80.184,63.071,1.8
118,02/03/17 05:57:00 PM,80.184,63.071,1.8
119,02/03/17 05:58:00 PM,80.184,63.101,1.8
120,02/03/17 05:59:00 PM,80.184,63.071,1.8
121,02/03/17 06:00:00 PM,80.184,63.071,1.8
122,02/03/17 06:01:00 PM,80.184,63.101,1.8
123,02/03/17 06:02:00 PM,80.184,63.132,1.8
124,02/03/17 06:03:00 PM,80.139,63.097,1.8
125,02/03/17 06:04:00 PM,80.139,63.159,1.8
126,02/03/17 06:05:00 PM,80.139,63.159,1.8
127,02/03/17 06:06:00 PM,80.139,63.189,1.8
128,02/03/17 06:07:00 PM,80.139,63.189,1.8
129,02/03/17 06:08:00 PM,80.139,63.189,1.8
130,02/03/17 06:09:00 PM,80.139,63.251,1.8
131,02/03/17 06:10:00 PM,80.139,63.189,1.8
132,02/03/17 06:11:00 PM,80.139,63.220,1.8
133,02/03/17 06:12:00 PM,80.139,63.251,1.8
134,02/03/17 06:13:00 PM,80.096,63.216,1.8
135,02/03/17 06:14:00 PM,80.096,63.247,1.8
136,02/03/17 06:15:00 PM,80.096,63.216,1.8
137,02/03/17 06:16:00 PM,80.096,63.216,1.8
138,02/03/17 06:17:00 PM,80.096,63.277,1.8
139,02/03/17 06:18:00 PM,80.096,63.247,1.8
140,02/03/17 06:19:00 PM,80.096,63.277,1.8
141,02/03/17 06:20:00 PM,80.096,63.308,1.8
142,02/03/17 06:21:00 PM,80.096,63.277,1.8
143,02/03/17 06:22:00 PM,80.096,63.308,1.8
144,02/03/17 06:23:00 PM,80.051,63.304,1.8
145,02/03/17 06:24:00 PM,80.051,63.304,1.8
146,02/03/17 06:25:00 PM,80.051,63.304,1.8
147,02/03/17 06:26:00 PM,80.051,63.335,1.1
148,02/03/17 06:27:00 PM,80.051,63.365,1.8
149,02/03/17 06:28:00 PM,80.051,63.365,1.8
150,02/03/17 06:29:00 PM,80.051,63.365,1.8
151,02/03/17 06:30:00 PM,80.051,63.365,1.8
152,02/03/17 06:31:00 PM,80.051,63.396,1.8
153,02/03/17 06:32:00 PM,80.008,63.392,1.8
154,02/03/17 06:33:00 PM,80.008,63.392,1.8
155,02/03/17 06:34:00 PM,80.008,63.392,1.8
156,02/03/17 06:35:00 PM,80.008,63.422,1.8
157,02/03/17 06:36:00 PM,80.008,63.422,1.8
158,02/03/17 06:37:00 PM,80.008,63.392,1.8
159,02/03/17 06:38:00 PM,79.963,63.418,1.8
160,02/03/17 06:39:00 PM,80.008,63.453,1.8
161,02/03/17 06:40:00 PM,79.963,63.418,1.8
162,02/03/17 06:41:00 PM,79.963,63.449,1.8
163,02/03/17 06:42:00 PM,79.963,63.480,1.8
164,02/03/17 06:43:00 PM,79.963,63.480,1.8
165,02/03/17 06:44:00 PM,79.963,63.480,1.8
166,02/03/17 06:45:00 PM,79.963,63.510,1.8
167,02/03/17 06:46:00 PM,79.963,63.480,1.8
168,02/03/17 06:47:00 PM,79.920,63.476,1.8
169,02/03/17 06:48:00 PM,79.920,63.506,1.8
170,02/03/17 06:49:00 PM,79.920,63.537,1.8
171,02/03/17 06:50:00 PM,79.920,63.506,1.8
172,02/03/17 06:51:00 PM,79.920,63.537,1.8
173,02/03/17 06:52:00 PM,79.920,63.537,1.8
174,02/03/17 06:53:00 PM,79.920,63.537,1.8
175,02/03/17 06:54:00 PM,79.920,63.537,1.8
176,02/03/17 06:55:00 PM,79.920,63.537,1.8
177,02/03/17 06:56:00 PM,79.876,63.533,1.8
178,02/03/17 06:57:00 PM,79.876,63.594,1.8
179,02/03/17 06:58:00 PM,79.876,63.533,1.8
180,02/03/17 06:59:00 PM,79.876,63.594,1.8
181,02/03/17 07:00:00 PM,79.876,63.594,1.8
182,02/03/17 07:01:00 PM,79.876,63.594,1.8
183,02/03/17 07:02:00 PM,79.876,63.594,1.8
184,02/03/17 07:03:00 PM,79.876,63.625,1.8
185,02/03/17 07:04:00 PM,79.831,63.621,1.8
186,02/03/17 07:05:00 PM,79.831,63.621,1.8
187,02/03/17 07:06:00 PM,79.831,63.621,1.8
188,02/03/17 07:07:00 PM,79.831,63.621,1.8
189,02/03/17 07:08:00 PM,79.831,63.651,1.8
190,02/03/17 07:09:00 PM,79.831,63.651,1.8
191,02/03/17 07:10:00 PM,79.831,63.621,1.8
192,02/03/17 07:11:00 PM,79.831,63.682,1.8
193,02/03/17 07:12:00 PM,79.788,63.678,1.8
194,02/03/17 07:13:00 PM,79.788,63.678,1.8
195,02/03/17 07:14:00 PM,79.788,63.678,1.8
196,02/03/17 07:15:00 PM,79.788,63.678,1.8
197,02/03/17 07:16:00 PM,79.788,63.708,1.8
198,02/03/17 07:17:00 PM,79.788,63.708,1.8
199,02/03/17 07:18:00 PM,79.788,63.708,1.8
200,02/03/17 07:19:00 PM,79.788,63.708,1.8
201,02/03/17 07:20:00 PM,79.788,63.708,1.8
202,02/03/17 07:21:00 PM,79.743,63.735,1.8
203,02/03/17 07:22:00 PM,79.743,63.766,1.8
204,02/03/17 07:23:00 PM,79.743,63.735,1.8
205,02/03/17 07:24:00 PM,79.743,63.766,1.8
206,02/03/17 07:25:00 PM,79.743,63.766,1.8
207,02/03/17 07:26:00 PM,79.743,63.766,1.8
208,02/03/17 07:27:00 PM,79.743,63.766,1.8
209,02/03/17 07:28:00 PM,79.700,63.792,1.8
210,02/03/17 07:29:00 PM,79.700,63.761,1.8
211,02/03/17 07:30:00 PM,79.700,63.792,1.8
212,02/03/17 07:31:00 PM,79.700,63.792,1.8
213,02/03/17 07:32:00 PM,79.700,63.823,1.8
214,02/03/17 07:33:00 PM,79.700,63.823,1.8
215,02/03/17 07:34:00 PM,79.700,63.823,1.8
216,02/03/17 07:35:00 PM,79.700,63.853,1.8
217,02/03/17 07:36:00 PM,79.700,63.823,1.8
218,02/03/17 07:37:00 PM,79.655,63.819,1.8
219,02/03/17 07:38:00 PM,79.655,63.849,1.8
220,02/03/17 07:39:00 PM,79.655,63.849,1.8
221,02/03/17 07:40:00 PM,79.655,63.849,1.8
222,02/03/17 07:41:00 PM,79.655,63.849,1.8
223,02/03/17 07:42:00 PM,79.655,63.849,1.8
224,02/03/17 07:43:00 PM,79.655,63.880,1.8
225,02/03/17 07:44:00 PM,79.655,63.880,1.8
226,02/03/17 07:45:00 PM,79.655,63.880,1.8
227,02/03/17 07:46:00 PM,79.612,63.876,1.8
228,02/03/17 07:47:00 PM,79.612,63.876,1.8
229,02/03/17 07:48:00 PM,79.655,63.880,1.8
230,02/03/17 07:49:00 PM,79.612,63.906,1.8
231,02/03/17 07:50:00 PM,79.612,63.906,1.8
232,02/03/17 07:51:00 PM,79.612,63.906,1.8
233,02/03/17 07:52:00 PM,79.612,63.937,1.8
234,02/03/17 07:53:00 PM,79.612,63.937,1.8
235,02/03/17 07:54:00 PM,79.612,63.937,1.8
236,02/03/17 07:55:00 PM,79.567,63.933,1.8
237,02/03/17 07:56:00 PM,79.567,63.933,1.8
238,02/03/17 07:57:00 PM,79.567,63.963,1.8
239,02/03/17 07:58:00 PM,79.567,63.963,1.8
240,02/03/17 07:59:00 PM,79.567,63.963,1.8
241,02/03/17 08:00:00 PM,79.567,63.963,1.8
242,02/03/17 08:01:00 PM,79.567,63.963,1.8
243,02/03/17 08:02:00 PM,79.567,63.963,1.8
244,02/03/17 08:03:00 PM,79.567,63.994,1.8
245,02/03/17 08:04:00 PM,79.524,63.990,1.8
246,02/03/17 08:05:00 PM,79.524,63.959,1.8
247,02/03/17 08:06:00 PM,79.524,63.990,1.8
248,02/03/17 08:07:00 PM,79.524,63.990,1.8
249,02/03/17 08:08:00 PM,79.524,63.990,1.8
250,02/03/17 08:09:00 PM,79.524,63.990,1.8
251,02/03/17 08:10:00 PM,79.524,63.990,1.8
252,02/03/17 08:11:00 PM,79.524,64.020,1.1
253,02/03/17 08:12:00 PM,79.524,63.990,1.8
254,02/03/17 08:13:00 PM,79.524,64.051,1.8
255,02/03/17 08:14:00 PM,79.524,64.020,1.8
256,02/03/17 08:15:00 PM,79.480,64.016,1.8
257,02/03/17 08:16:00 PM,79.480,63.986,1.8
258,02/03/17 08:17:00 PM,79.480,64.016,1.8
259,02/03/17 08:18:00 PM,79.480,64.047,1.8
260,02/03/17 08:19:00 PM,79.480,64.047,1.8
261,02/03/17 08:20:00 PM,79.480,64.047,1.8
262,02/03/17 08:21:00 PM,79.480,64.047,1.8
263,02/03/17 08:22:00 PM,79.480,64.047,1.8
264,02/03/17 08:23:00 PM,79.435,64.073,1.8
265,02/03/17 08:24:00 PM,79.435,64.043,1.8
266,02/03/17 08:25:00 PM,79.435,64.073,1.8
267,02/03/17 08:26:00 PM,79.435,64.073,1.8
268,02/03/17 08:27:00 PM,79.435,64.073,1.8
269,02/03/17 08:28:00 PM,79.435,64.043,1.8
270,02/03/17 08:29:00 PM,79.435,64.073,1.8
271,02/03/17 08:30:00 PM,79.435,64.073,1.8
272,02/03/17 08:31:00 PM,79.435,64.073,1.8
273,02/03/17 08:32:00 PM,79.435,64.073,1.8
274,02/03/17 08:33:00 PM,79.392,64.100,1.8
275,02/03/17 08:34:00 PM,79.435,64.104,1.8
276,02/03/17 08:35:00 PM,79.392,64.069,1.8
277,02/03/17 08:36:00 PM,79.392,64.100,1.8
278,02/03/17 08:37:00 PM,79.392,64.100,1.8
279,02/03/17 08:38:00 PM,79.392,64.100,1.8
280,02/03/17 08:39:00 PM,79.392,64.100,1.8
281,02/03/17 08:40:00 PM,79.392,64.100,1.8
282,02/03/17 08:41:00 PM,79.392,64.130,1.8
283,02/03/17 08:42:00 PM,79.392,64.130,1.8
284,02/03/17 08:43:00 PM,79.347,64.126,1.8
285,02/03/17 08:44:00 PM,79.347,64.126,1.8
286,02/03/17 08:45:00 PM,79.347,64.126,1.8
287,02/03/17 08:46:00 PM,79.347,64.157,1.8
288,02/03/17 08:47:00 PM,79.347,64.126,1.1
289,02/03/17 08:48:00 PM,79.347,64.157,1.8
290,02/03/17 08:49:00 PM,79.347,64.126,1.8
291,02/03/17 08:50:00 PM,79.347,64.157,1.8
292,02/03/17 08:51:00 PM,79.347,64.157,1.8
293,02/03/17 08:52:00 PM,79.347,64.157,1.8
294,02/03/17 08:53:00 PM,79.347,64.157,1.8
295,02/03/17 08:54:00 PM,79.347,64.187,1.8
296,02/03/17 08:55:00 PM,79.347,64.187,1.8
297,02/03/17 08:56:00 PM,79.304,64.183,1.8
298,02/03/17 08:57:00 PM,79.304,64.183,1.8
299,02/03/17 08:58:00 PM,79.304,64.183,1.8
300,02/03/17 08:59:00 PM,79.304,64.214,1.8
301,02/03/17 09:00:00 PM,79.304,64.214,1.8
302,02/03/17 09:01:00 PM,79.304,64.183,1.8
303,02/03/17 09:02:00 PM,79.304,64.183,1.8
304,02/03/17 09:03:00 PM,79.304,64.214,1.8
305,02/03/17 09:04:00 PM,79.304,64.214,1.8
306,02/03/17 09:05:00 PM,79.304,64.214,1.8
307,02/03/17 09:06:00 PM,79.304,64.244,1.8
308,02/03/17 09:07:00 PM,79.261,64.210,1.8
309,02/03/17 09:08:00 PM,79.304,64.214,1.8
310,02/03/17 09:09:00 PM,79.261,64.210,1.8
311,02/03/17 09:10:00 PM,79.261,64.240,1.8
312,02/03/17 09:11:00 PM,79.261,64.240,1.8
313,02/03/17 09:12:00 PM,79.261,64.240,1.8
314,02/03/17 09:13:00 PM,79.261,64.240,1.8
315,02/03/17 09:14:00 PM,79.261,64.210,1.8
316,02/03/17 09:15:00 PM,79.261,64.210,1.8
317,02/03/17 09:16:00 PM,79.261,64.240,1.8
318,02/03/17 09:17:00 PM,79.261,64.271,1.8
319,02/03/17 09:18:00 PM,79.261,64.271,1.8
320,02/03/17 09:19:00 PM,79.261,64.271,1.8
321,02/03/17 09:20:00 PM,79.216,64.267,1.8
322,02/03/17 09:21:00 PM,79.216,64.236,1.8
323,02/03/17 09:22:00 PM,79.216,64.267,1.8
324,02/03/17 09:23:00 PM,79.216,64.236,1.1
325,02/03/17 09:24:00 PM,79.216,64.267,1.8
326,02/03/17 09:25:00 PM,79.216,64.267,1.8
327,02/03/17 09:26:00 PM,79.216,64.297,1.8
328,02/03/17 09:27:00 PM,79.216,64.267,1.8
329,02/03/17 09:28:00 PM,79.216,64.267,1.8
330,02/03/17 09:29:00 PM,79.216,64.297,1.8
331,02/03/17 09:30:00 PM,79.216,64.297,1.8
332,02/03/17 09:31:00 PM,79.173,64.262,1.8
333,02/03/17 09:32:00 PM,79.173,64.293,1.8
334,02/03/17 09:33:00 PM,79.173,64.293,1.8
335,02/03/17 09:34:00 PM,79.173,64.293,1.8
336,02/03/17 09:35:00 PM,79.173,64.293,1.8
337,02/03/17 09:36:00 PM,79.173,64.293,1.8
338,02/03/17 09:37:00 PM,79.173,64.293,1.8
339,02/03/17 09:38:00 PM,79.173,64.324,1.8
340,02/03/17 09:39:00 PM,79.173,64.293,1.8
341,02/03/17 09:40:00 PM,79.173,64.324,1.8
342,02/03/17 09:41:00 PM,79.173,64.324,1.8
343,02/03/17 09:42:00 PM,79.173,64.324,1.8
344,02/03/17 09:43:00 PM,79.173,64.324,1.8
345,02/03/17 09:44:00 PM,79.128,64.319,1.8
346,02/03/17 09:45:00 PM,79.128,64.319,1.8
347,02/03/17 09:46:00 PM,79.128,64.350,1.8
348,02/03/17 09:47:00 PM,79.128,64.350,1.8
349,02/03/17 09:48:00 PM,79.128,64.319,1.1
350,02/03/17 09:49:00 PM,79.128,64.319,1.8
351,02/03/17 09:50:00 PM,79.128,64.319,1.8
352,02/03/17 09:51:00 PM,79.128,64.350,1.8
353,02/03/17 09:52:00 PM,79.128,64.350,1.8
354,02/03/17 09:53:00 PM,79.128,64.350,1.8
355,02/03/17 09:54:00 PM,79.084,64.346,1.8
356,02/03/17 09:55:00 PM,79.084,64.376,1.8
357,02/03/17 09:56:00 PM,79.084,64.376,1.8
358,02/03/17 09:57:00 PM,79.084,64.376,1.8
359,02/03/17 09:58:00 PM,79.084,64.376,1.8
360,02/03/17 09:59:00 PM,79.084,64.376,1.8
361,02/03/17 10:00:00 PM,79.084,64.346,1.8
362,02/03/17 10:01:00 PM,79.084,64.376,1.8
363,02/03/17 10:02:00 PM,79.084,64.376,1.8
364,02/03/17 10:03:00 PM,79.084,64.376,1.8
365,02/03/17 10:04:00 PM,79.084,64.346,1.8
366,02/03/17 10:05:00 PM,79.084,64.376,1.8
367,02/03/17 10:06:00 PM,79.084,64.407,1.8
368,02/03/17 10:07:00 PM,79.084,64.407,1.8
369,02/03/17 10:08:00 PM,79.084,64.407,1.8
370,02/03/17 10:09:00 PM,79.084,64.376,1.8
371,02/03/17 10:10:00 PM,79.084,64.407,1.8
372,02/03/17 10:11:00 PM,79.041,64.372,1.8
373,02/03/17 10:12:00 PM,79.041,64.403,1.8
374,02/03/17 10:13:00 PM,79.041,64.403,1.8
375,02/03/17 10:14:00 PM,79.041,64.403,1.8
376,02/03/17 10:15:00 PM,79.041,64.403,1.8
377,02/03/17 10:16:00 PM,79.041,64.403,1.8
378,02/03/17 10:17:00 PM,79.041,64.403,1.8
379,02/03/17 10:18:00 PM,79.041,64.403,1.8
380,02/03/17 10:19:00 PM,79.041,64.433,1.8
381,02/03/17 10:20:00 PM,78.996,64.429,1.8
382,02/03/17 10:21:00 PM,78.996,64.429,1.8
383,02/03/17 10:22:00 PM,78.996,64.429,1.8
384,02/03/17 10:23:00 PM,78.996,64.429,1.8
385,02/03/17 10:24:00 PM,78.996,64.429,1.8
386,02/03/17 10:25:00 PM,78.996,64.460,1.8
387,02/03/17 10:26:00 PM,78.996,64.460,1.8
388,02/03/17 10:27:00 PM,78.996,64.460,1.8
389,02/03/17 10:28:00 PM,78.996,64.460,1.8
390,02/03/17 10:29:00 PM,78.996,64.460,1.8
391,02/03/17 10:30:00 PM,78.996,64.429,1.8
392,02/03/17 10:31:00 PM,78.996,64.460,1.8
393,02/03/17 10:32:00 PM,78.996,64.460,1.8
394,02/03/17 10:33:00 PM,78.953,64.455,1.8
395,02/03/17 10:34:00 PM,78.953,64.425,1.8
396,02/03/17 10:35:00 PM,78.953,64.486,1.8
397,02/03/17 10:36:00 PM,78.953,64.455,1.8
398,02/03/17 10:37:00 PM,78.953,64.455,1.8
399,02/03/17 10:38:00 PM,78.953,64.455,1.8
400,02/03/17 10:39:00 PM,78.953,64.455,1.8
401,02/03/17 10:40:00 PM,78.953,64.486,1.8
402,02/03/17 10:41:00 PM,78.953,64.486,1.8
403,02/03/17 10:42:00 PM,78.910,64.482,1.8
404,02/03/17 10:43:00 PM,78.910,64.482,1.8
405,02/03/17 10:44:00 PM,78.910,64.543,1.8
406,02/03/17 10:45:00 PM,78.910,64.482,1.8
407,02/03/17 10:46:00 PM,78.910,64.482,1.8
408,02/03/17 10:47:00 PM,78.910,64.482,1.8
409,02/03/17 10:48:00 PM,78.910,64.482,1.8
410,02/03/17 10:49:00 PM,78.910,64.482,1.8
411,02/03/17 10:50:00 PM,78.910,64.512,1.8
412,02/03/17 10:51:00 PM,78.910,64.482,1.8
413,02/03/17 10:52:00 PM,78.910,64.482,1.8
414,02/03/17 10:53:00 PM,78.910,64.512,1.8
415,02/03/17 10:54:00 PM,78.910,64.512,1.8
416,02/03/17 10:55:00 PM,78.865,64.478,1.8
417,02/03/17 10:56:00 PM,78.865,64.508,1.8
418,02/03/17 10:57:00 PM,78.865,64.539,1.8
419,02/03/17 10:58:00 PM,78.865,64.508,1.8
420,02/03/17 10:59:00 PM,78.865,64.508,1.8
421,02/03/17 11:00:00 PM,78.865,64.508,1.8
422,02/03/17 11:01:00 PM,78.865,64.508,1.8
423,02/03/17 11:02:00 PM,78.865,64.539,1.8
424,02/03/17 11:03:00 PM,78.865,64.508,1.8
425,02/03/17 11:04:00 PM,78.822,64.504,1.8
426,02/03/17 11:05:00 PM,78.822,64.535,1.8
427,02/03/17 11:06:00 PM,78.822,64.535,1.8
428,02/03/17 11:07:00 PM,78.822,64.535,1.8
429,02/03/17 11:08:00 PM,78.822,64.535,1.8
430,02/03/17 11:09:00 PM,78.822,64.535,1.8
431,02/03/17 11:10:00 PM,78.822,64.535,1.8
432,02/03/17 11:11:00 PM,78.822,64.535,1.8
433,02/03/17 11:12:00 PM,78.822,64.565,1.8
434,02/03/17 11:13:00 PM,78.822,64.535,1.8
435,02/03/17 11:14:00 PM,78.822,64.535,1.8
436,02/03/17 11:15:00 PM,78.822,64.535,1.8
437,02/03/17 11:16:00 PM,78.777,64.561,1.8
438,02/03/17 11:17:00 PM,78.777,64.530,1.8
439,02/03/17 11:18:00 PM,78.777,64.561,1.8
440,02/03/17 11:19:00 PM,78.777,64.561,1.8
441,02/03/17 11:20:00 PM,78.777,64.561,1.8
442,02/03/17 11:21:00 PM,78.777,64.561,1.8
443,02/03/17 11:22:00 PM,78.777,64.561,1.8
444,02/03/17 11:23:00 PM,78.777,64.530,1.8
445,02/03/17 11:24:00 PM,78.777,64.530,1.8
446,02/03/17 11:25:00 PM,78.777,64.561,1.1
447,02/03/17 11:26:00 PM,78.777,64.561,1.8
448,02/03/17 11:27:00 PM,78.733,64.526,1.8
449,02/03/17 11:28:00 PM,78.733,64.557,1.8
450,02/03/17 11:29:00 PM,78.733,64.587,1.8
451,02/03/17 11:30:00 PM,78.733,64.587,1.8
452,02/03/17 11:31:00 PM,78.733,64.557,1.8
453,02/03/17 11:32:00 PM,78.733,64.557,1.8
454,02/03/17 11:33:00 PM,78.733,64.557,1.8
455,02/03/17 11:34:00 PM,78.733,64.557,1.8
456,02/03/17 11:35:00 PM,78.733,64.587,1.8
457,02/03/17 11:36:00 PM,78.733,64.587,1.8
458,02/03/17 11:37:00 PM,78.733,64.587,1.8
459,02/03/17 11:38:00 PM,78.733,64.587,1.8
460,02/03/17 11:39:00 PM,78.733,64.557,1.8
461,02/03/17 11:40:00 PM,78.733,64.587,1.8
462,02/03/17 11:41:00 PM,78.690,64.583,1.8
463,02/03/17 11:42:00 PM,78.690,64.583,1.8
464,02/03/17 11:43:00 PM,78.690,64.583,1.8
465,02/03/17 11:44:00 PM,78.690,64.583,1.8
466,02/03/17 11:45:00 PM,78.690,64.614,1.8
467,02/03/17 11:46:00 PM,78.690,64.583,1.8
468,02/03/17 11:47:00 PM,78.690,64.583,1.8
469,02/03/17 11:48:00 PM,78.690,64.583,1.8
470,02/03/17 11:49:00 PM,78.690,64.614,1.8
471,02/03/17 11:50:00 PM,78.645,64.610,1.8
472,02/03/17 11:51:00 PM,78.645,64.610,1.8
473,02/03/17 11:52:00 PM,78.645,64.579,1.8
474,02/03/17 11:53:00 PM,78.645,64.610,1.8
475,02/03/17 11:54:00 PM,78.645,64.610,1.8
476,02/03/17 11:55:00 PM,78.645,64.579,1.8
477,02/03/17 11:56:00 PM,78.645,64.610,1.8
